NOM_SCIENTIFIQUE,ENJEU_CONSERVATION,NOM_MATCHING
"Ranunculus velutinus Ten., 1825 ",FOR,Ranunculus velutinus
"Raphanus raphanistrum L., 1753 ",FAI,Raphanus raphanistrum
"Raphanus raphanistrum subsp. landra (Moretti ex  DC.) Bonnier & Layens, 1894 ",MOY,Raphanus raphanistrum subsp. landra 
"Raphanus raphanistrum subsp. raphanistrum L., 1753 ",MOY,Raphanus raphanistrum subsp. raphanistrum 
"Rapistrum rugosum (L.) All., 1785 ",MOY,Rapistrum rugosum
"Rapistrum rugosum subsp. orientale (L.) Arcang.,  1882 ",FOR,Rapistrum rugosum subsp. orientale 
"Rapistrum rugosum subsp. rugosum (L.) All., 1785 ",MOY,Rapistrum rugosum subsp. rugosum 
"Reichardia picroides (L.) Roth, 1787 ",MOY,Reichardia picroides
"Reseda alba L., 1753 ",DD,Reseda alba
"Reseda alba subsp. alba L., 1753 ",DD,Reseda alba subsp. alba 
"Reseda alba subsp. hookeri (Guss.) Arcang., 1882 ",FOR,Reseda alba subsp. hookeri 
"Reseda glauca L., 1753 ",FOR,Reseda glauca
"Reseda jacquini Rchb., 1824 ",MOY,Reseda jacquini
"Reseda lutea L., 1753 ",MOY,Reseda lutea
"Reseda luteola L., 1753 ",MOY,Reseda luteola
"Reseda phyteuma L., 1753 ",MOY,Reseda phyteuma
"Rhagadiolus edulis Gaertn., 1791 ",MOY,Rhagadiolus edulis
"Rhagadiolus stellatus (L.) Gaertn., 1791 ",FOR,Rhagadiolus stellatus
"Rhamnus alaternus L., 1753 ",MOY,Rhamnus alaternus
"Rhamnus alpina L., 1753 ",MOY,Rhamnus alpina
"Rhamnus cathartica L., 1753 ",FAI,Rhamnus cathartica
"Rhamnus pumila Turra, 1764 ",FAI,Rhamnus pumila
"Rhamnus saxatilis Jacq., 1762 ",MOY,Rhamnus saxatilis
"Rhaponticoides alpina (L.) M.V.Agab. & Greuter, 2003 ",MOY,Rhaponticoides alpina
"Rhaponticum coniferum (L.) Greuter, 2003 ",MOY,Rhaponticum coniferum
"Rhaponticum heleniifolium subsp. bicknellii (Briq.)  Greuter, 2003 ",TFO,Rhaponticum heleniifolium subsp. bicknellii 
"Rhaponticum heleniifolium subsp. heleniifolium Godr.  & Gren., 1850 ",FOR,Rhaponticum heleniifolium subsp. heleniifolium 
"Rhaponticum scariosum Lam., 1779 ",MOY,Rhaponticum scariosum
"Rhinanthus alectorolophus (Scop.) Pollich, 1777 ",MOY,Rhinanthus alectorolophus
"Rhinanthus angustifolius C.C.Gmel., 1806 ",MOY,Rhinanthus angustifolius
"Rhinanthus burnatii (Chabert) Soó, 1929 ",MOY,Rhinanthus burnatii
"Rhinanthus glacialis Personnat, 1863 ",MOY,Rhinanthus glacialis
"Rhinanthus minor L., 1756 ",FAI,Rhinanthus minor
"Rhinanthus pseudoantiquus Kunz, 1969 ",TFO,Rhinanthus pseudoantiquus
"Rhinanthus pumilus (Sterneck) Soldano, 1986 ",MOY,Rhinanthus pumilus
"Rhodiola rosea L., 1753 ",MOY,Rhodiola rosea
"Rhododendron ferrugineum L., 1753 ",MOY,Rhododendron ferrugineum
"Rhus coriaria L., 1753 ",MOY,Rhus coriaria
"Rhynchospora alba (L.) Vahl, 1805 ",MOY,Rhynchospora alba
"Ribes alpinum L., 1753 ",FAI,Ribes alpinum
"Ribes nigrum L., 1753 ",MOY,Ribes nigrum
"Ribes petraeum Wulfen, 1781 ",MOY,Ribes petraeum
"Ribes rubrum L., 1753 ",MOY,Ribes rubrum
"Ribes uva-crispa L., 1753 ",FAI,Ribes uva-crispa
"Ridolfia segetum (Guss.) Moris, 1842 ",FOR,Ridolfia segetum
"Roemeria hybrida (L.) DC., 1821 ",FOR,Roemeria hybrida
"Romulea arnaudii Moret, 2000 ",TFO,Romulea arnaudii
"Romulea assumptionis Font Quer, 1953 ",TFO,Romulea assumptionis
"Romulea columnae subsp. columnae Sebast. & Mauri,  1818 ",MOY,Romulea columnae subsp. columnae 
"Romulea corsica Jord. & Fourr., 1868 ",TFO,Romulea corsica
"Romulea florentii Moret, 2000 ",TFO,Romulea florentii
"Romulea ligustica Parl., 1858 ",FOR,Romulea ligustica
"Romulea ramiflora Ten., 1827 ",MOY,Romulea ramiflora
"Romulea requienii Parl., 1860 ",TFO,Romulea requienii
"Romulea revelieri Jord. & Fourr., 1866 ",TFO,Romulea revelieri
"Romulea rollii Parl., 1858 ",FOR,Romulea rollii
"Rorippa amphibia (L.) Besser, 1821 ",FOR,Rorippa amphibia
"Rorippa islandica (Oeder ex Gunnerus) Borbás, 1900 ",MOY,Rorippa islandica
"Rorippa palustris (L.) Besser, 1821 ",FOR,Rorippa palustris
"Rorippa pyrenaica (All.) Rchb., 1838 ",MOY,Rorippa pyrenaica
"Rorippa sylvestris (L.) Besser, 1821 ",MOY,Rorippa sylvestris
"Rosa abietina Gren. ex Christ, 1873 ",MOY,Rosa abietina
"Rosa acharii Billb., 1821 ",DD,Rosa acharii
"Rosa agrestis Savi, 1798 ",FAI,Rosa agrestis
"Rosa alpicola Rouy, 1875 ",DD,Rosa alpicola
"Rosa arvensis Huds., 1762 ",MOY,Rosa arvensis
"Rosa balsamica Willd., 1814 ",MOY,Rosa balsamica
Rosa blondeauana Ripart ex Déségl. ,DD,Rosa blondeauana
"Rosa caesia Sm., 1812 ",DD,Rosa caesia
"Rosa canina L., 1753 ",FAI,Rosa canina
"Rosa coriifolia Fr., 1814 ",MOY,Rosa coriifolia
"Rosa corymbifera Borkh., 1790 ",MOY,Rosa corymbifera
"Rosa deseglisei Boreau, 1857 ",DD,Rosa deseglisei
"Rosa dumalis Bechst., 1810 ",MOY,Rosa dumalis
"Rosa elliptica Tausch, 1819 ",MOY,Rosa elliptica
"Rosa ferruginea Vill., 1779 ",MOY,Rosa ferruginea
"Rosa gallica L., 1753 ",MOY,Rosa gallica
"Rosa marginata Wallr., 1815 ",DD,Rosa marginata
"Rosa micrantha Borrer ex Sm., 1812 ",MOY,Rosa micrantha
"Rosa mollis Sm., 1812 ",MOY,Rosa mollis
"Rosa montana Chaix, 1785 ",MOY,Rosa montana
"Rosa obtusifolia Desv., 1809 ",DD,Rosa obtusifolia
"Rosa pendulina L., 1753 ",MOY,Rosa pendulina
"Rosa pouzinii Tratt., 1823 ",MOY,Rosa pouzinii
"Rosa rubiginosa L., 1771 ",MOY,Rosa rubiginosa
"Rosa sempervirens L., 1753 ",MOY,Rosa sempervirens
"Rosa seraphinii Viv., 1824 ",MOY,Rosa seraphinii
"Rosa sherardii Davies, 1813 ",DD,Rosa sherardii
"Rosa sicula Tratt., 1823 ",DD,Rosa sicula
"Rosa spinosissima L., 1753 ",FAI,Rosa spinosissima
Rosa spinosissima subsp. myriacantha (DC.) C.Vicioso ,DD,Rosa spinosissima subsp. myriacantha 
"Rosa spinosissima subsp. spinosissima L., 1753 ",FAI,Rosa spinosissima subsp. spinosissima 
"Rosa squarrosa (Rau) Boreau, 1857 ",MOY,Rosa squarrosa
"Rosa stylosa Desv., 1809 ",DD,Rosa stylosa
"Rosa tomentosa Sm., 1800 ",MOY,Rosa tomentosa
"Rosa villosa L., 1753 ",MOY,Rosa villosa
"Rosa vosagiaca Desp., 1828 ",MOY,Rosa vosagiaca
"Rosmarinus officinalis L., 1753 ",MOY,Rosmarinus officinalis
"Rostraria cristata (L.) Tzvelev, 1971 ",MOY,Rostraria cristata
"Rostraria pubescens (Lam.) Trin., 1820 ",FOR,Rostraria pubescens
"Rouya polygama (Desf.) Coincy, 1901 ",TFO,Rouya polygama
"Rubia peregrina L., 1753 ",MOY,Rubia peregrina
"Rubia peregrina subsp. longifolia (Poir.) O.Bolòs, 1969 ",DD,Rubia peregrina subsp. longifolia 
"Rubia peregrina subsp. peregrina L., 1753 ",MOY,Rubia peregrina subsp. peregrina 
"Rubia peregrina subsp. requienii (Duby) Cardona &  Sierra, 1981 ",MOY,Rubia peregrina subsp. requienii 
"Rubia tinctorum L., 1753 ",MOY,Rubia tinctorum
"Rubus aculeolatus P.J.Müll., 1859 ",DD,Rubus aculeolatus
"Rubus arduennensis Lib. ex Lej., 1813 ",DD,Rubus arduennensis
"Rubus bifrons Vest ex Tratt., 1823 ",DD,Rubus bifrons
"Rubus caesius L., 1753 ",FAI,Rubus caesius
"Rubus canescens DC., 1813 ",FAI,Rubus canescens
"Rubus collicola Sudre, 1899 ",DD,Rubus collicola
"Rubus conspicuus P.J.Müll., 1858 ",DD,Rubus conspicuus
"Rubus cuspidifer P.J.Müll. & Lefèvre, 1859 ",DD,Rubus cuspidifer
"Rubus fagicola Martrin-Donos, 1864 ",DD,Rubus fagicola
"Rubus fruticosus L., 1753 ",MOY,Rubus fruticosus
"Rubus glandulosus Bellardi, 1792 ",DD,Rubus glandulosus
"Rubus grabowskii Weihe ex Günther, Schummel,  Wimm. & Grab., 1827 ",FOR,Rubus grabowskii
"Rubus hirtus Waldst. & Kit., 1805 ",DD,Rubus hirtus
"Rubus idaeus L., 1753 ",FAI,Rubus idaeus
"Rubus incanescens Bertol., 1844 ",DD,Rubus incanescens
"Rubus macrophyllus Weihe & Nees, 1824 ",DD,Rubus macrophyllus
"Rubus menkei Weihe, 1825 ",DD,Rubus menkei
"Rubus mercieri Genev., 1868 ",DD,Rubus mercieri
"Rubus micans Gren., 1849 ",DD,Rubus micans
"Rubus muricola Sennen, 1928 ",DD,Rubus muricola
Rubus nigricans Danthoine ,DD,Rubus nigricans
"Rubus pedemontanus Pinkw., 1898 ",DD,Rubus pedemontanus
Rubus phyllanthoides Sudre ,DD,Rubus phyllanthoides
"Rubus praecox Bertol., 1842 ",DD,Rubus praecox
"Rubus questieri P.J.Müll. & Lefèvre, 1859 ",MOY,Rubus questieri
"Rubus radula Weihe ex Boenn., 1824 ",MOY,Rubus radula
"Rubus rhombifolius Weihe ex Boenn., 1824 ",DD,Rubus rhombifolius
Rubus royeri Ferrez ,DD,Rubus royeri
"Rubus saxatilis L., 1753 ",MOY,Rubus saxatilis
"Rubus scaber Weihe, 1825 ",DD,Rubus scaber
"Rubus schleicheri Weihe ex Tratt., 1823 ",DD,Rubus schleicheri
"Rubus silvaticus Weihe & Nees, 1824 ",MOY,Rubus silvaticus
"Rubus ulmifolius Schott, 1818 ",MOY,Rubus ulmifolius
"Rubus vestitus Weihe, 1825 ",MOY,Rubus vestitus
"Rubus vigoi Roselló, Peris & Stübing, 1993 ",DD,Rubus vigoi
"Rumex acetosa L., 1753 ",MOY,Rumex acetosa
"Rumex acetosa subsp. acetosa L., 1753 ",MOY,Rumex acetosa subsp. acetosa 
"Rumex acetosa subsp. nebroides (Campd.) Maire &  Petitm., 1908 ",MOY,Rumex acetosa subsp. nebroides 
"Rumex acetosella L., 1753 ",FAI,Rumex acetosella
"Rumex acetosella subsp. acetosella L., 1753 ",MOY,Rumex acetosella subsp. acetosella 
"Rumex acetosella subsp. pyrenaicus (Pourr. ex  Lapeyr.) Akeroyd, 1991 ",MOY,Rumex acetosella subsp. pyrenaicus 
"Rumex alpinus L., 1759 ",MOY,Rumex alpinus
"Rumex arifolius All., 1773 ",MOY,Rumex arifolius
"Rumex bucephalophorus L., 1753 ",MOY,Rumex bucephalophorus
"Rumex bucephalophorus subsp. bucephalophorus L., 1753",DD,Rumex bucephalophorus subsp. bucephalophorus 
"Rumex bucephalophorus subsp. gallicus (Steinh.)  Rech.f., 1939 ",MOY,Rumex bucephalophorus subsp. gallicus 
"Rumex conglomeratus Murray, 1770 ",MOY,Rumex conglomeratus
"Rumex crispus L., 1753 ",MOY,Rumex crispus
"Rumex hydrolapathum Huds., 1778 ",FOR,Rumex hydrolapathum
"Rumex intermedius DC., 1815 ",MOY,Rumex intermedius
"Rumex longifolius DC., 1815 ",MOY,Rumex longifolius
"Rumex maritimus L., 1753 ",FOR,Rumex maritimus
"Rumex obtusifolius L., 1753 ",MOY,Rumex obtusifolius
"Rumex palustris Sm., 1800 ",FOR,Rumex palustris
Rumex papillaris sensu CBNA  ,DD,Rumex papillaris
"Rumex pulcher L., 1753 ",MOY,Rumex pulcher
"Rumex pulcher subsp. pulcher L., 1753 ",MOY,Rumex pulcher subsp. pulcher 
"Rumex pulcher subsp. woodsii (De Not.) Arcang.,  1882 ",MOY,Rumex pulcher subsp. woodsii 
"Rumex roseus L., 1753 ",FOR,Rumex roseus
"Rumex sanguineus L., 1753 ",MOY,Rumex sanguineus
"Rumex scutatus L., 1753 ",FAI,Rumex scutatus
"Rumex thyrsiflorus Fingerh., 1829 ",MOY,Rumex thyrsiflorus
"Rumex thyrsoides Desf., 1798 ",MOY,Rumex thyrsoides
"Rumex tuberosus L., 1762 ",DD,Rumex tuberosus
"Ruppia cirrhosa (Petagna) Grande, 1918 ",MOY,Ruppia cirrhosa
"Ruppia maritima L., 1753 ",MOY,Ruppia maritima
"Ruscus aculeatus L., 1753 ",MOY,Ruscus aculeatus
"Ruscus hypoglossum L., 1753 ",MOY,Ruscus hypoglossum
"Ruta angustifolia Pers., 1805 ",MOY,Ruta angustifolia
"Ruta chalepensis L., 1767 ",MOY,Ruta chalepensis
"Ruta corsica DC., 1824 ",FOR,Ruta corsica
"Ruta graveolens L., 1753 ",MOY,Ruta graveolens
"Ruta montana (L.) L., 1756 ",MOY,Ruta montana
"Sagina apetala Ard., 1763 ",MOY,Sagina apetala
"Sagina apetala subsp. apetala Ard., 1763 ",MOY,Sagina apetala subsp. apetala 
"Sagina apetala subsp. erecta F.Herm., 1912 ",MOY,Sagina apetala subsp. erecta 
"Sagina glabra (Willd.) Fenzl, 1833 ",MOY,Sagina glabra
"Sagina maritima G.Don, 1810 ",MOY,Sagina maritima
"Sagina pilifera (DC.) Fenzl, 1833 ",FOR,Sagina pilifera
"Sagina procumbens L., 1753 ",FAI,Sagina procumbens
"Sagina procumbens subsp. muscosa (Jord.) Nyman,  1878 ",DD,Sagina procumbens subsp. muscosa 
"Sagina procumbens subsp. procumbens L., 1753 ",MOY,Sagina procumbens subsp. procumbens 
"Sagina saginoides subsp. pyrenaica (Rouy) Font Quer,  1949 ",FOR,Sagina saginoides subsp. pyrenaica 
"Sagina saginoides subsp. saginoides (L.) H.Karst., 1882 1 ",MOY,Sagina saginoides subsp. saginoides 
"Sagina subulata subsp. revelierei (Jord. & Fourr.) Rouy  & Foucaud, 1896 ",FOR,Sagina subulata subsp. revelierei 
"Sagina subulata subsp. subulata (Sw.) C.Presl, 1826 ",DD,Sagina subulata subsp. subulata 
"Sagittaria sagittifolia L., 1753 ",FOR,Sagittaria sagittifolia
"Salicornia europaea L., 1753 ",FOR,Salicornia europaea
"Salicornia perennans Willd., 1797 ",FOR,Salicornia perennans
"Salicornia procumbens Sm., 1813 ",FOR,Salicornia procumbens
"Salix alba L., 1753 ",MOY,Salix alba
"Salix apennina A.K.Skvortsov, 1965 ",FOR,Salix apennina
"Salix appendiculata Vill., 1789 ",DD,Salix appendiculata
"Salix atrocinerea Brot., 1804 ",MOY,Salix atrocinerea
"Salix aurita L., 1753 ",MOY,Salix aurita
"Salix bicolor Willd., 1796 ",MOY,Salix bicolor
"Salix breviserrata Flod., 1940 ",MOY,Salix breviserrata
"Salix caesia Vill., 1789 ",MOY,Salix caesia
"Salix caprea L., 1753 ",FAI,Salix caprea
"Salix ceretana (P.Monts.) Chmelar, 1981 ",TFO,Salix ceretana
"Salix cinerea L., 1753 ",FAI,Salix cinerea
"Salix daphnoides Vill., 1779 ",MOY,Salix daphnoides
"Salix eleagnos Scop., 1772 ",MOY,Salix eleagnos
"Salix foetida Schleich. ex DC., 1805 ",MOY,Salix foetida
"Salix fragilis L., 1753 ",DD,Salix fragilis
"Salix glaucosericea Flod., 1943 ",MOY,Salix glaucosericea
"Salix hastata L., 1753 ",MOY,Salix hastata
"Salix helvetica Vill., 1789 ",FOR,Salix helvetica
"Salix herbacea L., 1753 ",FAI,Salix herbacea
"Salix laggeri Wimm., 1854 ",MOY,Salix laggeri
"Salix lapponum L., 1753 ",MOY,Salix lapponum
"Salix myrsinifolia Salisb., 1796 ",MOY,Salix myrsinifolia
"Salix pentandra L., 1753 ",MOY,Salix pentandra
"Salix purpurea L., 1753 ",MOY,Salix purpurea
"Salix pyrenaica Gouan, 1773 ",MOY,Salix pyrenaica
"Salix repens L., 1753 ",MOY,Salix repens
"Salix reticulata L., 1753 ",MOY,Salix reticulata
"Salix retusa L., 1759 ",MOY,Salix retusa
"Salix serpyllifolia Scop., 1772 ",MOY,Salix serpyllifolia
"Salix triandra L., 1753 ",MOY,Salix triandra
"Salix viminalis L., 1753 ",DD,Salix viminalis
"Salsola soda L., 1753 ",MOY,Salsola soda
"Salvia aethiopis L., 1753 ",MOY,Salvia aethiopis
"Salvia glutinosa L., 1753 ",MOY,Salvia glutinosa
"Salvia officinalis L., 1753 ",MOY,Salvia officinalis
"Salvia officinalis subsp. gallica (W.Lippert) Reales,  D.Rivera & Obón, 2004 ",FOR,Salvia officinalis subsp. gallica 
"Salvia officinalis subsp. lavandulifolia (Vahl) Gams,  1927 ",FOR,Salvia officinalis subsp. lavandulifolia 
"Salvia pratensis L., 1753 ",MOY,Salvia pratensis
"Salvia sclarea L., 1753 ",MOY,Salvia sclarea
"Salvia verbenaca L., 1753 ",MOY,Salvia verbenaca
"Salvia verbenaca subsp. clandestina (L.) Batt., 1890 ",MOY,Salvia verbenaca subsp. clandestina 
"Salvia verbenaca subsp. verbenaca L., 1753 ",MOY,Salvia verbenaca subsp. verbenaca 
"Sambucus ebulus L., 1753 ",MOY,Sambucus ebulus
"Sambucus nigra L., 1753 ",FAI,Sambucus nigra
"Sambucus racemosa L., 1753 ",FAI,Sambucus racemosa
"Samolus valerandi L., 1753 ",MOY,Samolus valerandi
"Sanguisorba officinalis L., 1753 ",MOY,Sanguisorba officinalis
"Sanicula europaea L., 1753 ",FAI,Sanicula europaea
"Santolina benthamiana Jord. & Fourr, 1869 ",TFO,Santolina benthamiana
"Santolina corsica Jord. & Fourr., 1869 ",FOR,Santolina corsica
"Santolina decumbens Mill., 1768 ",FOR,Santolina decumbens
"Santolina villosa Mill., 1768 ",FOR,Santolina villosa
"Saponaria bellidifolia Sm., 1791 ",FOR,Saponaria bellidifolia
"Saponaria ocymoides subsp. alsinoides (Viv.) Arcang.,  1894 ",FOR,Saponaria ocymoides subsp. alsinoides 
"Saponaria ocymoides subsp. ocymoides L., 1753 ",MOY,Saponaria ocymoides subsp. ocymoides 
"Saponaria officinalis L., 1753 ",MOY,Saponaria officinalis
"Sarcocapnos enneaphylla (L.) DC., 1821 ",MOY,Sarcocapnos enneaphylla
"Sarcocornia fruticosa (L.) A.J.Scott, 1978 ",FOR,Sarcocornia fruticosa
"Sarcocornia perennis (Mill.) A.J.Scott, 1978 ",MOY,Sarcocornia perennis
"Satureja montana L., 1753 ",MOY,Satureja montana
"Saussurea alpina (L.) DC., 1810 ",MOY,Saussurea alpina
"Saussurea depressa Gren., 1849 ",MOY,Saussurea depressa
"Saussurea discolor (Willd.) DC., 1810 ",MOY,Saussurea discolor
"Saxifraga adscendens L., 1753 ",MOY,Saxifraga adscendens
"Saxifraga aizoides L., 1753 ",MOY,Saxifraga aizoides
"Saxifraga androsacea L., 1753 ",MOY,Saxifraga androsacea
"Saxifraga aquatica Lapeyr., 1801 ",FOR,Saxifraga aquatica
"Saxifraga aretioides Lapeyr., 1801 ",DD,Saxifraga aretioides
"Saxifraga aspera L., 1753 ",MOY,Saxifraga aspera
"Saxifraga biflora All., 1773 ",MOY,Saxifraga biflora
"Saxifraga bryoides L., 1753 ",MOY,Saxifraga bryoides
"Saxifraga bulbifera L., 1753 ",FOR,Saxifraga bulbifera
"Saxifraga caesia L., 1753 ",MOY,Saxifraga caesia
"Saxifraga callosa Sm., 1791 ",MOY,Saxifraga callosa
"Saxifraga cebennensis Rouy & E.G.Camus, 1901 ",FOR,Saxifraga cebennensis
"Saxifraga cervicornis Viv., 1825 ",MOY,Saxifraga cervicornis
"Saxifraga cochlearis Rchb., 1832 ",FOR,Saxifraga cochlearis
"Saxifraga corsica (Ser.) Gren. & Godr., 1848 ",FOR,Saxifraga corsica
"Saxifraga cuneifolia subsp. cuneifolia L., 1759 ",MOY,Saxifraga cuneifolia subsp. cuneifolia 
"Saxifraga cuneifolia subsp. robusta D.A.Webb, 1988 ",MOY,Saxifraga cuneifolia subsp. robusta 
"Saxifraga delphinensis Ravaud, 1890 ",FOR,Saxifraga delphinensis
"Saxifraga diapensioides Bellardi, 1792 ",MOY,Saxifraga diapensioides
"Saxifraga exarata subsp. exarata Vill., 1779 ",MOY,Saxifraga exarata subsp. exarata 
"Saxifraga exarata subsp. pseudoexarata (Braun-  Blanq.) D.A.Webb, 1987 ",MOY,Saxifraga exarata subsp. pseudoexarata 
"Saxifraga exarata Vill., 1779 ",MOY,Saxifraga exarata
"Saxifraga florulenta Moretti, 1823 ",FOR,Saxifraga florulenta
"Saxifraga fragilis Schrank, 1822 ",MOY,Saxifraga fragilis
"Saxifraga fragosoi Sennen, 1929 ",MOY,Saxifraga fragosoi
"Saxifraga geranioides L., 1755 ",FOR,Saxifraga geranioides
"Saxifraga granulata L., 1753 ",FAI,Saxifraga granulata
"Saxifraga hirsuta L., 1759 ",MOY,Saxifraga hirsuta
"Saxifraga intricata Lapeyr., 1801 ",MOY,Saxifraga intricata
"Saxifraga lantoscana Boiss. & Reut., 1856 ",MOY,Saxifraga lantoscana
"Saxifraga longifolia Lapeyr., 1801 ",FOR,Saxifraga longifolia
"Saxifraga media Gouan, 1773 ",MOY,Saxifraga media
"Saxifraga moschata Wulfen, 1781 ",FAI,Saxifraga moschata
"Saxifraga muscoides All., 1773 ",MOY,Saxifraga muscoides
"Saxifraga oppositifolia L., 1753 ",FAI,Saxifraga oppositifolia
"Saxifraga paniculata Mill., 1768 ",FAI,Saxifraga paniculata
"Saxifraga pedemontana All., 1785 ",FOR,Saxifraga pedemontana
"Saxifraga pentadactylis Lapeyr., 1801 ",MOY,Saxifraga pentadactylis
"Saxifraga praetermissa D.A.Webb, 1963 ",FOR,Saxifraga praetermissa
"Saxifraga prostii Sternb., 1831 ",FOR,Saxifraga prostii
"Saxifraga pubescens Pourr., 1788 ",FOR,Saxifraga pubescens
"Saxifraga retusa Gouan, 1773 ",MOY,Saxifraga retusa
"Saxifraga rotundifolia L., 1753 ",FAI,Saxifraga rotundifolia
"Saxifraga seguieri Spreng., 1807 ",DD,Saxifraga seguieri
"Saxifraga tridactylites L., 1753 ",FAI,Saxifraga tridactylites
"Saxifraga umbrosa L., 1762 ",FOR,Saxifraga umbrosa
"Saxifraga valdensis DC., 1815 ",FOR,Saxifraga valdensis
"Scabiosa atropurpurea L., 1753 ",MOY,Scabiosa atropurpurea
"Scabiosa canescens Waldst. & Kit., 1802 ",FOR,Scabiosa canescens
"Scabiosa cinerea Lapeyr. ex Lam., 1792 ",FOR,Scabiosa cinerea
"Scabiosa columbaria L., 1753 ",FAI,Scabiosa columbaria
"Scabiosa corsica (Litard.) Gamisans, 1985 ",FOR,Scabiosa corsica
"Scabiosa lucida Vill., 1779 ",MOY,Scabiosa lucida
"Scabiosa triandra L., 1753 ",MOY,Scabiosa triandra
"Scandix australis subsp. australis L., 1753 ",MOY,Scandix australis subsp. australis 
"Scandix pecten-veneris L., 1753 ",MOY,Scandix pecten-veneris
"Scandix pecten-veneris subsp. hispanica (Boiss.)  Bonnier & Layens, 1894 ",MOY,Scandix pecten-veneris subsp. hispanica 
"Scandix pecten-veneris subsp. pecten-veneris L., 1753 2 ",MOY,Scandix pecten-veneris subsp. pecten-veneris 
"Scandix stellata Banks & Sol., 1794 ",FOR,Scandix stellata
"Schedonorus arundinaceus (Schreb.) Dumort., 1824 ",MOY,Schedonorus arundinaceus
"Schedonorus arundinaceus subsp. arundinaceus  (Schreb.) Dumort., 1824 ",MOY,Schedonorus arundinaceus subsp. arundinaceus 
"Schedonorus arundinaceus subsp. corsicus (Hack.)  Foggi & Signorini, 2005 ",FOR,Schedonorus arundinaceus subsp. corsicus 
"Schedonorus arundinaceus subsp. mediterraneus  (Hack.) H.Scholz & Valdés, 2005 ",DD,Schedonorus arundinaceus subsp. mediterraneus 
"Schedonorus arundinaceus subsp. uechtritzianus  (Wiesb.) H.Scholz & Valdés, 2007 ",DD,Schedonorus arundinaceus subsp. uechtritzianus 
"Schedonorus giganteus (L.) Holub, 1998 ",MOY,Schedonorus giganteus
"Schedonorus interruptus (Desf.) Tzvelev, 1998 ",MOY,Schedonorus interruptus
"Schedonorus pratensis (Huds.) P.Beauv., 1812 ",MOY,Schedonorus pratensis
"Schedonorus pratensis subsp. apenninus (De Not.)  H.Scholz & Valdés, 2005 ",MOY,Schedonorus pratensis subsp. apenninus 
"Schedonorus pratensis subsp. pratensis (Huds.)  P.Beauv., 1812 ",MOY,Schedonorus pratensis subsp. pratensis 
"Schenkia spicata (L.) G.Mans., 2004 ",FOR,Schenkia spicata
"Scheuchzeria palustris L., 1753 ",MOY,Scheuchzeria palustris
"Schismus barbatus (L.) Thell., 1907 ",FOR,Schismus barbatus
"Schoenoplectus lacustris (L.) Palla, 1888 ",MOY,Schoenoplectus lacustris
"Schoenoplectus litoralis (Schrad.) Palla, 1888 ",FOR,Schoenoplectus litoralis
"Schoenoplectus mucronatus (L.) Palla, 1888 ",FOR,Schoenoplectus mucronatus
"Schoenoplectus pungens (Vahl) Palla, 1888 ",FOR,Schoenoplectus pungens
"Schoenoplectus supinus (L.) Palla, 1888 ",DD,Schoenoplectus supinus
"Schoenoplectus tabernaemontani (C.C.Gmel.) Palla,  1888 ",MOY,Schoenoplectus tabernaemontani
"Schoenoplectus triqueter (L.) Palla, 1888 ",FOR,Schoenoplectus triqueter
"Schoenus ferrugineus L., 1753 ",FOR,Schoenus ferrugineus
"Schoenus nigricans L., 1753 ",MOY,Schoenus nigricans
"Scilla bifolia L., 1753 ",MOY,Scilla bifolia
"Scirpoides holoschoenus (L.) Soják, 1972 ",MOY,Scirpoides holoschoenus
"Scirpoides holoschoenus subsp. australis (L.) Soják,  1972 ",DD,Scirpoides holoschoenus subsp. australis 
"Scirpoides holoschoenus subsp. holoschoenus (L.)  Soják, 1972 ",MOY,Scirpoides holoschoenus subsp. holoschoenus 
